price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built
332220,3,1.5,2580,47480,1,0,0,3,7,1360,1953
525000,4,2.75,2360,4924,2,0,0,3,8,2360,2008
280000,4,2.75,2230,10160,1,0,0,3,7,1400,1968
1780000,4,3.25,3950,10912,2,0,0,3,10,3950,2003
405000,3,1,1280,11625,1,0,0,4,7,1280,1977
440000,2,1.5,1330,15873,1,0,0,3,7,900,1984
510000,3,2,2350,266151,1.5,0,0,3,7,2350,1983
640000,3,3,1560,1466,3,0,0,3,8,1560,2006
258000,2,1,750,7000,1,0,0,3,6,750,1932
340000,2,1,1090,6771,1,0,0,3,6,1090,1954
580000,3,1.75,2100,6874,1,0,0,3,7,1300,1943
338000,3,2,2440,23512,1,0,0,3,6,1640,1933
9.00E+05,3,1,1330,77972,1,0,0,3,7,1330,1928
660000,3,2,1140,6000,1,0,0,3,7,1140,1909
1278000,4,4,4390,17832,1,0,0,4,11,2430,1994
585000,3,1,1350,4800,1.5,0,0,3,7,1350,1928
237502,3,1,980,7560,1,0,0,3,7,980,1951
687500,4,2.75,3190,10970,2,0,0,3,10,3190,1994
375000,3,1.5,1190,20672,1.5,0,3,3,7,1190,1948
418500,3,2.5,2060,4399,2,0,0,3,7,2060,2007
580000,3,1.5,1800,6250,1,0,0,3,8,1420,1947
690000,3,2,1610,5100,1.5,0,0,5,8,1610,1940
414250,4,1.75,1640,13566,1,0,0,4,7,1120,1977
490600,3,2.5,3316,11447,2,0,0,3,9,3316,1986
935000,5,2.5,3150,35283,1,0,0,3,10,1800,1975
450000,4,2.5,2070,3982,2,0,0,3,7,2070,2004
1005000,5,2,2440,3080,2,0,0,4,8,2440,1910
460000,3,2.5,2720,40813,2,0,0,3,8,2720,2001
415000,3,1.5,1270,1483,3,0,0,3,8,1270,2007
865000,5,2.5,3190,8160,2,0,0,3,9,3190,2014
281000,3,2.5,1760,7601,2,0,0,3,8,1760,1992
285650,3,1,1040,8199,1,0,0,3,7,1040,1953
205000,3,1,1300,9880,1,0,0,4,7,1300,1959
650000,3,1.75,2140,9484,1,0,0,3,7,1290,1953
1750000,4,3.25,3460,7749,2,0,1,3,10,3020,1950
439000,2,1,800,5100,1,0,0,3,7,800,1945
750000,4,1.75,2520,21834,1,1,4,3,8,1420,1960
390000,3,2.5,1690,10113,1,0,0,3,7,1310,1991
412000,3,1,1000,3844,1,0,0,5,7,900,1928
199950,2,1,1010,10057,1,0,0,3,6,1010,1961
997950,4,3.5,4270,117176,2,0,0,3,9,4270,2008
366000,3,2,1350,10200,1,0,0,3,7,1350,1977
1130000,4,2.5,2660,11200,2,0,0,3,9,2660,1999
488000,3,2.5,1590,2550,3,0,0,3,7,1590,1985
699000,4,2.5,2550,7312,2,0,0,3,9,2550,1988
299000,3,1.75,2100,15480,1,0,0,3,7,2100,1983
265000,3,1,960,9748,1,0,0,3,5,960,1922
920000,3,1.75,2480,4000,1,0,0,3,8,1240,1948
499990,3,1.75,1730,9334,1,0,0,3,8,1220,1977
641000,5,2.75,3710,8674,2,0,0,3,9,3710,1996
430000,3,1,940,12521,1.5,0,0,4,7,940,1949
725000,3,2.5,2980,16996,2,0,0,3,10,2980,1992
652600,4,2.5,2220,5900,2,0,0,3,8,2220,2014
625700,3,2,2570,159865,1,0,0,5,7,2570,1968
372000,3,2.5,1710,5633,2,0,0,3,7,1710,1981
725000,4,2.5,2990,29170,2,0,3,3,9,2990,1999
817500,4,2.5,2910,35679,2,0,0,4,9,2910,1987
465000,6,3.25,4250,23326,1,0,3,3,10,2150,1967
249000,3,2.25,1440,7673,1,0,0,3,7,940,1982
506000,4,2.25,2040,12000,1,0,0,4,7,1300,1963
295450,3,2,2030,17120,1,0,2,4,8,1890,1966
1100000,5,2.75,2660,8737,1,0,4,5,8,1470,1969
1150000,5,2.5,3580,8921,2,0,0,3,9,3580,2000
360000,3,1,1050,9206,1.5,0,0,3,7,1050,1954
360000,4,2.5,3200,7282,2,0,0,3,9,3200,2007
452000,3,1.75,1880,16239,1,0,0,3,7,880,1922
216500,3,1,1020,11652,1,0,0,4,6,1020,1971
1740000,4,3.75,3300,4545,1.5,0,4,3,10,2600,1926
420000,3,2.75,2300,8000,1,0,0,3,7,1430,1965
194990,6,2.5,1560,7144,1,0,0,3,6,1060,1913
442500,3,1.5,2710,47419,1.5,0,0,3,7,2170,1980
2.00E+05,4,2,2090,6630,1,0,0,3,7,1070,1974
560000,3,2.75,1370,1193,3,0,0,3,8,1370,2003
608000,3,3.5,1660,2298,2,0,0,3,8,1260,2009
343000,2,1,1180,9261,1,0,0,4,7,940,1957
759000,4,1.75,2100,4750,1,0,0,3,7,1340,1975
605000,3,2.5,2960,18600,2,0,0,3,8,2960,1979
662990,3,1.75,1240,3600,1.5,0,0,5,7,1240,1926
201000,3,1,900,7576,1,0,0,4,6,900,1959
655000,5,2.5,2560,46786,2,0,0,3,8,2560,1995
675000,4,2.5,2990,5400,2,0,0,3,8,2990,2005
255000,3,2.5,1720,6194,2,0,0,3,8,1720,1998
201000,3,1,1010,25277,1,0,0,5,5,1010,1961
440000,4,2.5,2400,8038,2,0,0,3,8,2400,2002
1300000,5,2.5,4170,33310,2,0,0,4,11,4170,1991
659950,4,2.75,3510,9400,2,0,0,3,9,3510,2014
405000,2,2,1405,1073,2,0,0,3,8,1140,2007
365000,2,1,680,2550,1,0,0,4,5,680,1901
380000,3,1,920,3532,1,0,0,3,6,920,1910
358000,3,2.5,2026,7611,2,0,0,3,8,2026,2010
379500,2,1,960,5096,1,0,0,5,7,960,1949
515000,5,2,2220,6000,1.5,0,0,4,7,1390,1925
555000,3,2.5,2690,4819,2,0,0,3,7,2690,2004
525000,3,2,1640,15258,1,0,0,3,8,1640,1981
847000,5,1,2550,4623,2.5,0,0,4,9,2550,1905
490000,4,2.25,2020,4960,2,0,0,3,7,1710,1938
164950,3,1.75,1570,15330,1,0,0,3,7,1080,1956
670000,3,1,1710,6195,1,0,0,3,7,1410,1946
248500,3,1.75,2090,12026,1,0,0,4,7,2090,1948
499950,3,3.5,1820,1991,2,0,0,3,8,1430,2014
329000,2,1,990,57499,1,0,0,2,6,990,1949
260000,4,1.75,1360,7700,1,0,0,4,7,1360,1966
277000,4,1,1500,5750,1.5,0,0,3,6,1500,1925
210000,3,1,1070,8179,1,0,0,3,6,1070,1949
390000,3,2,1930,12443,1,0,0,3,7,1930,1969
279000,3,1,1400,9450,1,0,0,4,7,1060,1955
250000,3,1,1460,10914,1,0,0,4,7,1460,1959
1180000,6,6.5,6260,10955,2,0,0,3,11,4840,2007
458000,3,1,1660,7500,1,0,0,4,7,1060,1940
235000,3,2,1900,7980,1,0,0,4,7,1340,1977
370000,3,1.75,1480,7725,1.5,0,0,4,7,1480,1981
875909,4,2.5,3610,13292,2,0,0,3,10,3610,1996
219000,4,1,1370,5339,1.5,0,0,4,6,1370,1948
450000,2,2,1100,3000,1.5,0,0,3,7,1100,1912
384000,3,2.25,1430,800,2,0,0,3,8,1140,2011
680000,4,2.5,2700,37431,1,0,0,4,8,1600,1978
7.00E+05,4,2.75,2870,8625,1,0,1,4,8,1860,1959
650000,3,1.75,2330,7200,1,0,0,4,8,1320,1950
810000,4,1.75,2000,3988,1,0,4,4,7,1000,1958
227950,3,1.5,1120,11430,1,0,0,4,7,1120,1963
653000,4,2.5,3120,5137,2,0,0,3,7,3120,2003
419000,4,2.5,3010,9155,2,0,0,3,9,3010,2005
455000,4,2.5,2210,49375,1,0,0,3,8,2210,1997
766500,2,1.75,2230,6930,1,0,0,4,8,1530,1947
655000,4,1.75,2540,7620,1,0,3,3,8,1320,1948
293467,4,2,1590,942,3,0,0,3,7,1590,2008
670000,3,2.5,1420,1438,2,0,0,3,9,1280,2003
395000,4,3,1980,7931,1,0,0,4,7,1160,1983
465000,3,1,910,4500,1,0,0,3,7,910,1948
817500,3,3.25,3230,7639,2,0,0,3,10,3230,1999
683000,5,1.5,1720,4000,1.5,0,0,3,7,1520,1925
2575000,4,4.25,5540,15408,2,0,1,3,11,4280,2006
649950,4,3.5,2440,3012,3,0,1,3,8,2440,2005
433500,3,2.5,2200,3360,2,0,0,3,8,2200,2009
350000,5,2.75,2980,13482,1,0,0,4,8,1730,1975
250000,2,1,990,10556,2,0,0,3,7,990,1981
315000,3,1.75,2500,8289,1,0,0,4,7,1250,1958
280000,2,1.5,800,1196,2,0,0,3,8,800,2003
479000,3,1,1480,10094,1,0,0,4,7,1480,1956
608500,4,3.5,2850,5577,2,0,0,3,8,1950,2014
650000,3,2.5,2180,37042,2,0,0,3,9,2180,1998
558000,3,2.25,2220,15757,1,0,0,3,8,1280,1982
540000,4,2.25,2540,228254,1,0,0,3,8,1450,1990
655000,3,1,1370,5250,1,0,0,3,7,1070,1939
577000,3,1.75,1760,12874,1,0,0,4,7,1230,1967
450000,3,1.75,1640,13500,1,0,0,3,7,1110,1940
390000,2,1,860,5160,1,0,0,4,7,860,1909
375000,3,1,1190,9486,1,0,0,4,7,1190,1953
275000,4,1.5,1610,6923,1,0,0,3,6,1010,1969
387500,4,1.75,2400,9900,1,0,0,3,7,1250,1957
3.00E+05,2,1.75,2120,6350,1,0,0,4,6,1440,1924
863000,4,1.75,2800,5400,1,0,0,3,9,1400,1924
926250,4,1.75,2390,17717,1,0,0,4,8,2390,1964
340000,4,2.25,2180,8000,1,0,0,4,9,1630,1975
276000,2,1,1140,7200,1,0,0,3,6,1140,1923
715000,3,2.5,2890,7027,2,0,0,3,8,2890,2004
455000,4,2.5,1320,7000,1,0,0,4,7,1320,1956
350000,2,1,830,5100,1,0,0,4,7,830,1942
218000,3,1,960,9633,1,0,0,5,6,960,1982
470000,3,2,1730,38884,1,0,0,3,8,1730,1997
360000,4,2,1850,8827,1,0,0,3,7,1850,1969
226550,3,1,990,4440,1,0,0,3,6,990,1943
204000,3,1,1040,7405,1,0,0,4,6,1040,1971
6.00E+05,2,2.5,2410,102366,1,0,0,4,7,1940,1912
589000,3,1.5,1390,5040,1,0,0,3,7,1090,1947
742000,4,2.5,2810,10986,2,0,0,3,10,2810,1997
306500,2,1,1390,19988,1,0,2,4,7,1390,1949
645000,4,1.5,1600,6180,1.5,0,0,3,6,1600,1946
438000,3,2.25,2340,14279,1,0,0,3,8,1340,1965
875000,3,1.5,2440,5750,1,0,0,3,8,1320,1939
466000,4,2.25,2170,8050,1,0,0,3,7,1220,1976
435000,2,1,1260,4080,1.5,0,0,5,7,1260,1926
229950,2,1,850,6000,1,0,0,3,6,850,1924
286500,3,2,1840,8140,1,0,0,4,7,1040,1975
1225000,6,2.25,2930,4320,2,0,0,3,9,2130,1913
215000,2,1,1320,8865,1,0,0,4,6,1320,1943
598500,4,2.5,2520,3980,2,0,0,3,8,2520,2005
285000,4,1,1430,3600,1,0,0,3,6,980,1947
1365000,5,3.5,4210,17258,2,0,3,3,12,4210,1995
313950,3,1,1510,6083,1,0,0,4,6,860,1940
252500,4,2.5,2600,11280,1.5,0,0,3,7,1570,1961
1120000,4,2.25,4470,60373,2,0,0,3,11,4470,1988
325000,6,3,2650,12870,1,0,0,4,7,2650,1977
440000,4,1,1780,4000,1.5,0,0,3,7,1780,1922
970000,4,4.5,3890,5906,2,0,3,3,11,3060,2004
1300000,4,4,4270,6002,2,0,3,3,10,3180,2004
635000,4,1.75,1950,13320,1,0,0,4,8,1370,1969
575000,5,2.5,1970,12375,1,0,0,3,8,1570,1959
915000,4,2.5,3400,35062,2,0,0,4,11,3400,1988
560000,4,1.5,1790,3420,1,0,0,4,7,1020,1923
1875000,4,5,5810,7440,2,0,0,3,10,3790,2004
290000,2,1,1020,6380,1,0,0,3,7,1020,1930
279000,3,2.5,1450,4106,2,0,0,3,7,1450,2011
795000,2,1,1380,5000,1.5,0,2,3,5,1380,1905
290000,3,1.75,1390,13200,2,0,0,3,7,1390,1979
464950,4,2.25,2350,36116,1,0,0,4,9,2350,1983
679950,3,2.5,2230,3939,2,0,0,3,8,2230,2014
575000,4,2,1810,4400,2,0,0,3,8,1700,1909
275000,3,2,1910,8050,1,0,0,4,7,1000,1980
467500,2,1.75,1490,4800,1,0,0,4,7,750,1918
350000,3,1.75,1480,9375,1,0,0,4,7,1480,1957
810000,4,2.25,2020,5600,1,0,2,4,8,1210,1961
595000,3,2,1480,5000,1,0,0,4,7,750,1928
308000,3,1.75,1630,11475,1,0,0,4,7,1330,1979
979000,3,2.5,2690,4047,3,0,0,3,10,2690,2014
532000,3,1,1820,5750,1,0,0,3,7,1120,1918
406100,3,2.25,1410,1332,3,0,0,3,8,1410,2005
240000,3,1.75,1590,7931,1,0,0,3,7,1190,1979
260000,3,1.75,1580,7344,1,0,0,5,7,1580,1911
269950,3,2.25,1610,7187,2,0,0,3,7,1610,1988
481000,3,1.75,1560,3000,1,0,0,4,6,770,1918
375000,3,2.5,1520,5649,2,0,0,4,7,1520,1989
605000,3,1.75,1920,7400,1,0,0,4,8,1260,1977
625000,4,2.5,3190,27806,2,0,0,3,9,3190,1997
412000,3,2.5,1200,813,3,0,0,3,9,1200,2010
512000,3,1.75,1610,12555,1,0,0,3,7,1080,1977
303000,3,2.25,1340,873,3,0,0,3,8,1340,2009
820000,5,2.75,2830,6137,2,0,0,3,9,2830,2010
568000,3,2.5,1740,1279,3,0,0,3,8,1740,2008
3.00E+05,3,2.5,1320,2614,2,0,0,3,7,1320,2005
335000,4,1,1480,6500,1.5,0,0,4,7,1480,1914
485000,5,2,1910,5508,1,0,0,3,7,1020,1968
382888,1,1,620,2380,1,0,0,3,6,620,1900
655000,4,2.25,2060,8470,1,0,0,3,8,1440,1983
207950,2,2,890,5000,1,0,0,3,6,890,1917
1008000,4,3.5,2650,3060,2,0,0,3,9,2060,2001
220000,2,1,770,8149,1,0,0,3,6,770,1948
335000,6,2,2020,7071,1,0,0,3,7,1010,1979
460000,2,1,850,4650,1,0,0,3,7,850,1975
269000,4,2.5,2060,3608,2,0,0,3,7,2060,2004
380000,3,2.5,1260,900,2,0,0,3,7,940,2007
746000,4,2.75,2110,8190,1.5,0,0,5,8,2110,1966
775000,3,2.5,3820,35016,2,0,0,4,9,3820,1987
2147500,3,3.5,4660,5500,2,0,4,5,10,3040,1909
251000,3,1.75,1220,7250,1,0,0,3,7,1220,1962
280000,3,2.5,1550,4486,2,0,0,3,7,1550,2000
410000,3,1.75,2160,4000,1,0,0,3,7,1080,1953
4.00E+05,2,1.75,1800,224769,1,0,0,3,7,1420,1950
910000,3,2.25,2180,9865,1,0,0,4,8,1660,1966
969990,4,2.5,4150,8436,2,0,0,3,10,4150,2014
459000,4,2,2360,7080,1,0,0,5,6,1180,1925
532500,3,3.25,3140,37120,1,0,0,3,9,1760,1984
510000,4,1.5,1320,14250,1,0,0,4,7,1320,1954
280000,3,1,1090,10710,1,0,0,4,7,1090,1962
790000,4,3,3180,12070,2,0,0,4,9,3180,1976
454280,3,2.5,1470,1741,2,0,0,3,8,1170,2004
305000,3,2.5,2100,6825,2,0,0,3,8,2100,1994
410000,3,2,1650,9641,1.5,0,0,3,7,1650,1983
540000,3,2.5,3100,100188,1,0,0,4,7,1820,1981
290000,3,1.75,1340,63597,1,0,0,4,7,1340,1963
1095000,0,0,3064,4764,3.5,0,2,3,7,3064,1990
475000,3,2.5,1800,3300,2,0,0,3,7,1690,2004
690700,5,2.75,2870,5349,2,0,0,3,9,2870,2005
506000,5,3,2430,8000,1,0,0,4,7,1370,1957
646000,4,2.25,2500,8500,1,0,0,4,8,1600,1978
725000,6,3,3110,5000,1.5,0,0,5,7,1810,1921
160000,3,1,1060,8000,1,0,0,4,6,1060,1927
249900,2,1,1140,5500,1,0,0,3,6,1140,1947
549000,3,2,1560,5130,1,0,0,5,7,1150,1915
402500,3,1.75,1480,2211,2,0,0,3,7,1480,1995
444950,3,2.5,2020,7800,1,0,0,4,7,1330,1958
337000,3,1.75,1400,6000,1,0,0,4,7,700,1919
318400,4,2.5,1820,6916,2,0,0,3,7,1820,1994
1280000,4,3.5,4660,17398,2,0,2,3,11,4660,2003
360000,4,2.5,2210,17715,2,0,0,3,8,2210,1997
630000,4,2.5,1910,1502,3,0,0,3,8,1910,2014
315000,4,2.5,2780,3969,2,0,0,3,7,2780,2005
399440,4,2.5,2311,4396,2,0,0,3,9,2311,2014
520000,3,2.5,1480,1165,3,0,0,3,8,1480,2006
718000,5,3,3070,9804,1,0,0,4,9,1740,1968
632500,4,2,1770,5000,2,0,0,4,7,1770,1906
476000,2,2.25,1140,1332,3,0,0,3,8,1140,1999
335000,2,1.5,1170,5248,1,0,0,5,6,1170,1941
1250000,4,2.25,1830,7200,2,0,2,3,8,1750,1923
510000,1,1,680,6600,1,0,0,3,5,480,1916
337000,2,1,1010,4000,1,0,0,3,7,1010,1947
1030000,3,2.5,3545,9816,1,0,0,3,10,2610,2005
443500,3,2.5,2170,5866,2,0,0,3,7,2170,2006
775000,3,2.5,2890,8470,2,0,0,3,10,2890,1996
532500,2,1,820,3000,1,0,0,4,7,820,1924
675000,2,1,930,36478,1,0,2,3,6,930,1951
245000,3,1.5,1340,7391,1,0,0,4,7,1340,1966
525000,4,1.75,2280,5959,1,0,0,3,7,1250,1947
290000,3,2.25,1500,7482,1,0,0,4,7,1210,1968
636230,4,2.5,2840,6284,2,0,0,3,9,2840,2013
1740000,5,3.25,3930,5500,2,0,0,3,9,2910,2014
290000,3,1,1440,11250,1,0,0,3,7,1440,1967
515805,5,2.75,2710,4136,2,0,0,3,8,2710,2014
324000,3,1,1160,7202,1,0,0,4,7,1160,1957
425000,2,1,910,4635,1,0,0,4,6,910,1905
780000,4,3,2440,3600,1.5,0,0,5,8,1480,1929
226000,3,1,970,5000,1,0,0,3,6,970,1968
225000,2,1,720,4758,1,0,0,3,6,720,1947
510000,3,2.5,2300,27566,2,0,0,3,9,2300,1995
230000,4,2,1440,10800,1,0,0,4,7,1440,1967
615000,3,1.75,2360,7291,1,0,0,4,8,1360,1948
344200,4,2.5,2490,5812,2,0,0,3,8,2490,2000
240000,3,2.5,1520,9864,1,0,0,3,7,1160,1993
505000,4,1.75,1940,4800,1,0,0,5,7,1030,1922
242000,3,1.75,1580,6099,1,0,0,5,7,790,1944
325000,3,1.75,2250,26337,1,0,0,3,8,2250,1980
625000,3,2.5,2280,4757,2,0,0,3,8,2280,2003
356000,4,2.5,2470,5074,2,0,0,3,8,2470,2004
403504,4,1,1060,5750,1,0,0,3,6,950,1904
435000,3,2.25,1740,8491,1,0,0,3,8,1240,1958
345000,2,1,770,3008,1,0,0,4,5,770,1917
239000,3,2.5,1360,5754,2,0,0,3,7,1360,1994
445000,4,2,1470,8395,1,0,0,4,7,1470,1965
299800,2,1,790,5240,1,0,0,4,6,790,1925
662500,3,2.5,3560,9796,1,0,0,3,8,1860,1965
525000,3,1,1500,6800,1,0,0,3,7,1500,1943
225000,2,1,1040,11500,1,0,0,5,7,1040,1947
498000,3,1.5,1720,6570,1.5,0,0,4,8,1720,1909
299500,3,1.75,1820,8813,2,0,0,3,7,1820,1994
880000,4,2.5,3550,8618,2,0,0,3,10,3550,2007
249000,3,1,1090,10296,1,0,0,4,6,1090,1950
579000,2,2,1870,6275,1,0,0,3,8,1870,2003
438900,4,2.5,2740,5700,2,0,0,3,9,2740,2006
340000,2,1.75,1880,7208,1,0,0,3,7,940,1951
1240000,7,5.5,6630,13782,2,0,0,3,10,4930,2004
317000,3,1,1010,5400,1,0,0,3,6,1010,1959
305000,3,1.5,1210,5240,1,0,0,4,7,610,1983
285000,3,1.75,1600,7500,1,0,0,3,7,1600,1998
545000,3,2.25,2290,14585,2,0,0,3,8,2290,1981
731100,3,2.5,2060,8778,1,0,0,3,8,1160,1953
630000,2,1,1050,8382,1,0,0,3,7,1050,1959
225000,3,1,1660,7210,1,0,0,3,7,1100,1963
440000,3,2.25,1230,1097,3,0,0,3,8,1230,2009
562000,2,2.25,1300,1314,3,0,0,3,8,1300,2008
597000,4,2.5,2370,41338,2,0,0,3,8,2370,1995
537100,3,2.5,2450,7051,1,0,0,3,8,1870,1990
235000,3,2.5,2350,9051,1,0,0,4,8,1570,1966
247500,3,1,1660,11060,1,0,0,4,7,1110,1962
350000,2,1,800,5040,1,0,0,3,6,800,1960
450000,4,2.75,2900,6400,2,0,0,3,7,2040,1911
271900,3,2,1450,8771,2,0,0,4,7,1450,1991
675000,5,2.75,2570,12906,2,0,0,3,8,2570,1987
475000,4,2.5,2500,4500,2,0,0,3,7,2500,2010
564000,3,1.75,1980,6250,1,0,1,5,7,1090,1910
560000,3,2.75,1620,7500,1,0,0,5,7,1140,1979
470000,5,1.5,2180,4268,1.5,0,0,4,7,1340,1924
805000,3,3,3910,19023,2,0,0,3,11,3910,1985
415000,3,2,1410,4303,1.5,0,0,4,7,1410,1900
675000,3,2.25,1780,4252,2,0,0,4,8,1540,1989
375000,5,2.5,2100,14858,1,0,0,5,8,2100,1970
665900,4,2.25,2870,5453,2,0,1,4,8,2220,1926
1250000,3,3,3760,8500,2.5,0,3,4,10,3060,1910
1284000,5,4.25,5040,9466,2,0,0,3,11,5040,2004
232603,3,1.75,1750,11461,2,0,0,4,7,1750,1976
325000,2,1,750,5534,1,0,0,3,7,750,1947
637000,3,2,1980,6000,1,0,0,4,7,1380,1958
335000,4,2.25,2100,7305,1,0,0,4,7,1050,1963
531800,3,2.5,1930,5344,2,0,0,3,7,1930,2004
280000,2,1.5,1190,1265,3,0,0,3,7,1190,2005
499900,3,2.5,2100,5112,2,0,0,3,8,2100,1999
279000,3,2.5,1540,7280,1,0,0,3,7,1080,1974
354500,3,1,1150,11396,1.5,0,0,4,7,1150,1950
385000,2,1.5,1370,159865,1,0,0,3,7,1370,1960
799950,4,3.5,4220,196817,2,0,0,3,10,4220,1993
299999,4,2.5,1981,4828,2,0,0,3,8,1981,2013
235000,3,1,1270,7153,1,0,0,5,6,1270,1949
255000,3,1,1580,8206,1,0,0,3,7,1100,1962
282000,3,2.25,1552,3600,2,0,0,3,7,1552,2012
685000,4,2.5,2770,6000,2,0,0,3,8,2400,1993
480000,6,3.75,2940,5054,2,0,0,3,7,2940,1942
250000,2,1,850,6370,1,0,0,3,6,850,1951
275000,3,1,1200,7800,1,0,0,4,7,1200,1954
4.00E+05,4,2.5,3130,5240,2,0,0,3,8,3130,2004
540000,3,2.5,2520,5000,3,0,0,3,9,2520,1990
419950,3,1.75,1770,16909,1,0,0,5,8,1770,1977
264500,3,1.75,1650,16200,1,0,0,3,7,1650,1976
760000,6,3.75,3810,6150,2,0,0,4,8,3810,1977
569888,4,2.5,2590,6474,2,0,0,3,8,2590,2014
489000,3,3.5,1500,1249,2,0,0,3,8,1240,2004
426000,2,1,640,2500,1,0,0,4,6,640,1918
310000,1,1,920,8282,1.5,0,0,3,6,920,1944
370000,3,2.5,1650,1793,3,0,0,3,8,1650,2007
525000,3,1,1640,6180,1,0,0,4,7,1640,1946
225000,3,1.5,1220,8345,1.5,0,0,3,7,1220,1931
470000,3,3.25,1710,2381,2,0,0,3,8,1360,2003
525000,4,1.5,1170,6240,1,0,0,4,6,1170,1960
405000,2,1,910,6490,1,0,0,3,7,910,1942
245000,3,1,910,6630,1,0,0,4,6,910,1912
263000,3,2.5,1720,6847,2,0,0,3,7,1720,1987
375000,4,2.25,2100,12738,2,0,0,4,8,2100,1975
247500,4,2,1760,8400,1,0,0,3,7,1060,1962
319950,3,2.5,2240,7500,2,0,0,3,8,2240,1985
390000,4,1,1280,4840,1,0,0,3,7,940,1950
498000,3,2.5,2480,4136,2,0,0,3,8,2480,2009
210000,3,2.75,1320,15236,1,0,0,3,7,880,1995
848000,3,3.5,3010,5717,2,0,0,3,10,3010,2000
639900,4,2.5,3380,75794,2,0,0,3,10,3380,1997
1651000,4,3.25,3640,13530,1,0,0,3,9,2570,1924
585000,3,2.5,1700,1156,2,0,2,3,9,1320,2002
777000,4,4,2680,6000,1,0,0,3,7,1380,1962
315000,2,1,1120,7350,1,0,0,3,7,1120,1942
320000,3,2,1550,34175,1.5,0,0,3,7,1550,1999
350000,3,1,2480,8906,1,0,0,3,7,1240,1969
440000,4,2.25,2010,7575,1,0,0,3,7,1220,1974
734000,4,2.5,3490,18521,2,0,0,4,9,3490,1990
293550,4,1.75,1250,8840,1,0,0,4,7,910,1979
490000,3,2.5,2410,11900,1,0,2,4,9,1600,1989
289950,3,1,1090,8280,1,0,0,3,6,1090,1947
207500,3,1.75,1320,12528,1,0,0,4,7,1320,1970
570000,2,1,1100,6240,1,0,0,4,7,1100,1941
214100,2,2.5,1150,2064,2,0,0,3,7,1150,2004
832500,3,2,1870,9527,1,0,0,4,7,1870,1951
517000,4,1,1180,13500,1.5,0,0,3,7,1180,1950
310000,3,1,1180,8474,1.5,0,0,3,7,1180,1956
412500,4,2.25,1630,7969,1,0,0,3,7,1100,1977
370000,3,1.5,1360,1167,3,0,0,3,8,1360,2008
374950,4,1.5,1970,14490,1.5,0,0,4,7,1970,1963
225000,3,1,990,8012,1,0,0,4,7,990,1966
235000,3,1,1430,7599,1.5,0,0,4,6,1010,1930
1738000,4,2.25,2920,6513,2,0,0,4,9,2260,1937
502000,2,1,1570,4704,1.5,0,1,3,8,1570,1931
450000,3,2.25,1660,10247,1,0,0,5,7,1130,1968
565000,4,2.25,2470,7447,2,0,0,3,8,2470,1984
625000,4,2.75,2140,4000,1,0,0,3,7,1190,1951
513000,4,2.5,2000,5684,2,0,0,3,8,2000,1996
750000,4,2.75,3150,6343,1,0,3,3,8,1810,1976
518000,3,1.75,1830,4500,1.5,0,0,4,7,1830,1909
579100,2,1,1070,2754,1,0,0,3,7,830,1924
250000,5,1.75,2320,7700,1,0,0,5,7,1290,1962
940000,4,2.75,3270,9231,2,0,0,3,10,3270,1995
240000,3,2,1220,17652,1,0,0,4,7,1220,1980
489000,3,2.5,3080,5598,2,0,0,3,8,3080,2006
268500,4,1.75,1820,13600,1.5,0,0,3,7,1120,1959
392000,4,2.5,2130,4028,2,0,0,3,8,2130,2014
275000,2,1.75,2090,11317,1,0,0,5,7,1090,1931
135000,4,1,1460,18599,1.5,0,0,3,5,1460,1940
361000,3,1.75,2130,8742,1,0,3,3,7,1330,1955
537500,4,2.5,2550,4630,2,0,0,3,7,2550,2005
410000,4,2.5,2240,4447,2,0,0,3,7,2240,2006
560000,4,2.25,2550,7800,1,0,0,3,8,1580,1968
205000,3,1.75,1200,8631,1,0,0,3,7,1200,1959
417000,2,1,1190,5100,1.5,0,0,2,7,1190,1928
625000,2,1.5,1490,5750,1.5,0,0,4,7,1190,1900
525000,3,2.5,3030,4500,2,0,0,3,8,3030,2009
355950,4,2.5,1960,8540,1,0,0,3,7,1220,1955
625000,4,2.75,2920,6605,2,0,0,3,8,2920,2012
909950,5,3.75,3050,8972,2,0,0,3,9,3050,2014
279000,4,2,1560,7569,1.5,0,0,4,7,1560,1966
711000,3,2.5,2550,5376,2,0,0,3,9,2550,2004
370000,3,2,1680,5036,1,0,1,4,7,1680,1987
3.00E+05,4,2.5,2500,4750,2,0,0,3,8,2500,2003
90000,2,1,580,7500,1,0,0,3,5,580,1943
283450,5,2.75,2770,6116,1,0,0,3,7,1490,1979
585000,5,1.75,1880,16617,1,0,0,3,7,960,1963
377500,2,1,840,4500,1,0,0,3,6,840,1939
1700000,4,3.5,3830,8963,2,0,0,3,10,3120,2014
219200,3,2,1680,7000,1.5,0,0,4,7,1680,1968
497000,3,2.25,1870,9315,1,0,0,3,7,1350,1975
443000,4,3,2620,35124,2,0,0,3,9,2620,1987
250000,4,1.5,2500,6300,1,0,0,4,7,1500,1961
1260000,4,2,2970,5400,2.5,0,0,4,9,2970,1900
314000,4,2.5,2340,8990,2,0,0,3,8,2340,2003
540000,4,2.25,2850,7453,2,0,0,3,9,2850,1991
